sex	age	l	m	s
1	181	-0.0459	9.1847	0.1828
1	182	-0.0463	9.1775	0.18295
1	183	-0.0468	9.1702	0.18309
1	184	-0.0472	9.163	0.18323
1	185	-0.0476	9.1557	0.18337
1	186	-0.048	9.1485	0.18351
1	187	-0.0485	9.1413	0.18365
1	188	-0.0489	9.134	0.18378
1	189	-0.0493	9.1268	0.18392
1	190	-0.0497	9.1195	0.18405
1	191	-0.0502	9.1123	0.18419
1	192	-0.0506	9.1051	0.18432
1	193	-0.051	9.0978	0.18445
1	194	-0.0514	9.0906	0.18458
1	195	-0.0518	9.0833	0.18471
1	196	-0.0522	9.0761	0.18483
1	197	-0.0526	9.0689	0.18496
1	198	-0.0531	9.0616	0.18509
1	199	-0.0535	9.0544	0.18521
1	200	-0.0539	9.0472	0.18533
1	201	-0.0543	9.04	0.18546
1	202	-0.0547	9.0328	0.18558
1	203	-0.0551	9.0256	0.1857
1	204	-0.0555	9.0184	0.18582
1	205	-0.0559	9.0112	0.18593
1	206	-0.0563	9.004	0.18605
1	207	-0.0567	8.9968	0.18617
1	208	-0.0571	8.9897	0.18628
1	209	-0.0575	8.9825	0.1864
1	210	-0.0578	8.9754	0.18651
1	211	-0.0582	8.9682	0.18662
1	212	-0.0586	8.9611	0.18673
1	213	-0.059	8.9539	0.18684
1	214	-0.0594	8.9468	0.18695
1	215	-0.0598	8.9397	0.18705
1	216	-0.0602	8.9326	0.18716
1	217	-0.0606	8.9255	0.18726
1	218	-0.0609	8.9185	0.18737
1	219	-0.0613	8.9114	0.18747
1	220	-0.0617	8.9044	0.18757
1	221	-0.0621	8.8973	0.18767
1	222	-0.0625	8.8903	0.18777
1	223	-0.0628	8.8833	0.18787
1	224	-0.0632	8.8763	0.18797
1	225	-0.0636	8.8694	0.18807
1	226	-0.0639	8.8624	0.18816
1	227	-0.0643	8.8555	0.18826
1	228	-0.0647	8.8485	0.18835
1	229	-0.0651	8.8416	0.18844
1	230	-0.0654	8.8347	0.18853
1	231	-0.0658	8.8279	0.18863
1	232	-0.0662	8.821	0.18871
1	233	-0.0665	8.8142	0.1888
1	234	-0.0669	8.8073	0.18889
1	235	-0.0673	8.8005	0.18898
1	236	-0.0676	8.7938	0.18906
1	237	-0.068	8.787	0.18915
1	238	-0.0683	8.7802	0.18923
1	239	-0.0687	8.7735	0.18931
1	240	-0.069	8.7668	0.1894
1	241	-0.0694	8.7601	0.18948
1	242	-0.0698	8.7535	0.18956
1	243	-0.0701	8.7468	0.18964
1	244	-0.0705	8.7402	0.18972
1	245	-0.0708	8.7336	0.18979
1	246	-0.0712	8.727	0.18987
1	247	-0.0715	8.7204	0.18994
1	248	-0.0719	8.7139	0.19002
1	249	-0.0722	8.7074	0.19009
1	250	-0.0726	8.7009	0.19017
1	251	-0.0729	8.6944	0.19024
1	252	-0.0733	8.6879	0.19031
1	253	-0.0736	8.6815	0.19038
1	254	-0.0739	8.6751	0.19045
1	255	-0.0743	8.6687	0.19052
1	256	-0.0746	8.6623	0.19058
1	257	-0.075	8.656	0.19065
1	258	-0.0753	8.6496	0.19072
1	259	-0.0756	8.6433	0.19078
1	260	-0.076	8.637	0.19085
1	261	-0.0763	8.6308	0.19091
1	262	-0.0767	8.6245	0.19097
1	263	-0.077	8.6183	0.19103
1	264	-0.0773	8.6121	0.1911
1	265	-0.0777	8.606	0.19116
1	266	-0.078	8.5998	0.19122
1	267	-0.0783	8.5937	0.19128
1	268	-0.0786	8.5876	0.19133
1	269	-0.079	8.5815	0.19139
1	270	-0.0793	8.5754	0.19145
1	271	-0.0796	8.5694	0.1915
1	272	-0.08	8.5634	0.19156
1	273	-0.0803	8.5574	0.19161
1	274	-0.0806	8.5514	0.19167
1	275	-0.0809	8.5454	0.19172
1	276	-0.0813	8.5395	0.19177
1	277	-0.0816	8.5336	0.19183
1	278	-0.0819	8.5277	0.19188
1	279	-0.0822	8.5219	0.19193
1	280	-0.0825	8.5161	0.19198
1	281	-0.0829	8.5103	0.19203
1	282	-0.0832	8.5045	0.19207
1	283	-0.0835	8.4987	0.19212
1	284	-0.0838	8.493	0.19217
1	285	-0.0841	8.4873	0.19222
1	286	-0.0845	8.4816	0.19226
1	287	-0.0848	8.4759	0.19231
1	288	-0.0851	8.4703	0.19235
1	289	-0.0854	8.4646	0.1924
1	290	-0.0857	8.4591	0.19244
1	291	-0.086	8.4535	0.19248
1	292	-0.0863	8.4479	0.19253
1	293	-0.0866	8.4424	0.19257
1	294	-0.087	8.4369	0.19261
1	295	-0.0873	8.4314	0.19265
1	296	-0.0876	8.426	0.19269
1	297	-0.0879	8.4205	0.19273
1	298	-0.0882	8.4151	0.19277
1	299	-0.0885	8.4098	0.19281
1	300	-0.0888	8.4044	0.19284
1	301	-0.0891	8.3991	0.19288
1	302	-0.0894	8.3937	0.19292
1	303	-0.0897	8.3885	0.19296
1	304	-0.09	8.3832	0.19299
1	305	-0.0903	8.3779	0.19303
1	306	-0.0906	8.3727	0.19306
1	307	-0.0909	8.3675	0.1931
1	308	-0.0912	8.3624	0.19313
1	309	-0.0915	8.3572	0.19316
1	310	-0.0918	8.3521	0.1932
1	311	-0.0921	8.347	0.19323
1	312	-0.0924	8.3419	0.19326
1	313	-0.0927	8.3368	0.19329
1	314	-0.093	8.3318	0.19332
1	315	-0.0933	8.3268	0.19336
1	316	-0.0936	8.3218	0.19339
1	317	-0.0939	8.3169	0.19342
1	318	-0.0942	8.3119	0.19345
1	319	-0.0945	8.307	0.19347
1	320	-0.0948	8.3021	0.1935
1	321	-0.0951	8.2972	0.19353
1	322	-0.0953	8.2924	0.19356
1	323	-0.0956	8.2876	0.19359
1	324	-0.0959	8.2828	0.19361
1	325	-0.0962	8.278	0.19364
1	326	-0.0965	8.2732	0.19367
1	327	-0.0968	8.2685	0.1937
1	328	-0.0971	8.2638	0.19372
1	329	-0.0974	8.2591	0.19375
1	330	-0.0976	8.2544	0.19377
1	331	-0.0979	8.2498	0.1938
1	332	-0.0982	8.2452	0.19382
1	333	-0.0985	8.2406	0.19385
1	334	-0.0988	8.236	0.19387
1	335	-0.0991	8.2314	0.1939
1	336	-0.0993	8.2269	0.19392
1	337	-0.0996	8.2224	0.19394
1	338	-0.0999	8.2179	0.19397
1	339	-0.1002	8.2135	0.19399
1	340	-0.1005	8.209	0.19401
1	341	-0.1007	8.2046	0.19403
1	342	-0.101	8.2002	0.19406
1	343	-0.1013	8.1958	0.19408
1	344	-0.1016	8.1914	0.1941
1	345	-0.1019	8.1871	0.19412
1	346	-0.1021	8.1828	0.19414
1	347	-0.1024	8.1785	0.19416
1	348	-0.1027	8.1742	0.19419
1	349	-0.103	8.17	0.19421
1	350	-0.1032	8.1658	0.19423
1	351	-0.1035	8.1616	0.19425
1	352	-0.1038	8.1574	0.19427
1	353	-0.1041	8.1532	0.19429
1	354	-0.1043	8.1491	0.19431
1	355	-0.1046	8.145	0.19433
1	356	-0.1049	8.1409	0.19435
1	357	-0.1051	8.1368	0.19437
1	358	-0.1054	8.1328	0.19439
1	359	-0.1057	8.1287	0.19441
1	360	-0.1059	8.1247	0.19443
1	361	-0.1062	8.1208	0.19445
1	362	-0.1065	8.1168	0.19447
1	363	-0.1067	8.1128	0.19448
1	364	-0.107	8.1089	0.1945
1	365	-0.1073	8.105	0.19452
1	366	-0.1075	8.1012	0.19454
1	367	-0.1078	8.0973	0.19456
1	368	-0.1081	8.0935	0.19458
1	369	-0.1083	8.0897	0.1946
1	370	-0.1086	8.0859	0.19461
1	371	-0.1089	8.0821	0.19463
1	372	-0.1091	8.0784	0.19465
1	373	-0.1094	8.0746	0.19467
1	374	-0.1097	8.0709	0.19469
1	375	-0.1099	8.0673	0.19471
1	376	-0.1102	8.0636	0.19472
1	377	-0.1104	8.06	0.19474
1	378	-0.1107	8.0564	0.19476
1	379	-0.111	8.0528	0.19478
1	380	-0.1112	8.0492	0.19479
1	381	-0.1115	8.0456	0.19481
1	382	-0.1117	8.0421	0.19483
1	383	-0.112	8.0386	0.19485
1	384	-0.1122	8.0351	0.19486
1	385	-0.1125	8.0316	0.19488
1	386	-0.1128	8.0282	0.1949
1	387	-0.113	8.0248	0.19492
1	388	-0.1133	8.0213	0.19493
1	389	-0.1135	8.018	0.19495
1	390	-0.1138	8.0146	0.19497
1	391	-0.114	8.0113	0.19498
1	392	-0.1143	8.0079	0.195
1	393	-0.1145	8.0046	0.19502
1	394	-0.1148	8.0013	0.19504
1	395	-0.115	7.9981	0.19505
1	396	-0.1153	7.9948	0.19507
1	397	-0.1155	7.9916	0.19509
1	398	-0.1158	7.9884	0.1951
1	399	-0.116	7.9852	0.19512
1	400	-0.1163	7.9821	0.19514
1	401	-0.1165	7.9789	0.19515
1	402	-0.1168	7.9758	0.19517
1	403	-0.117	7.9727	0.19519
1	404	-0.1173	7.9696	0.19521
1	405	-0.1175	7.9666	0.19522
1	406	-0.1178	7.9635	0.19524
1	407	-0.118	7.9605	0.19526
1	408	-0.1183	7.9575	0.19527
1	409	-0.1185	7.9545	0.19529
1	410	-0.1188	7.9515	0.19531
1	411	-0.119	7.9486	0.19532
1	412	-0.1193	7.9457	0.19534
1	413	-0.1195	7.9428	0.19536
1	414	-0.1197	7.9399	0.19537
1	415	-0.12	7.937	0.19539
1	416	-0.1202	7.9342	0.19541
1	417	-0.1205	7.9314	0.19542
1	418	-0.1207	7.9285	0.19544
1	419	-0.121	7.9258	0.19546
1	420	-0.1212	7.923	0.19547
1	421	-0.1214	7.9202	0.19549
1	422	-0.1217	7.9175	0.19551
1	423	-0.1219	7.9148	0.19553
1	424	-0.1222	7.9121	0.19554
1	425	-0.1224	7.9094	0.19556
1	426	-0.1226	7.9068	0.19558
1	427	-0.1229	7.9041	0.19559
1	428	-0.1231	7.9015	0.19561
1	429	-0.1233	7.8989	0.19563
1	430	-0.1236	7.8964	0.19565
1	431	-0.1238	7.8938	0.19566
1	432	-0.1241	7.8913	0.19568
1	433	-0.1243	7.8887	0.1957
1	434	-0.1245	7.8862	0.19571
1	435	-0.1248	7.8837	0.19573
1	436	-0.125	7.8813	0.19575
1	437	-0.1252	7.8788	0.19577
1	438	-0.1255	7.8764	0.19578
1	439	-0.1257	7.874	0.1958
1	440	-0.1259	7.8716	0.19582
1	441	-0.1262	7.8692	0.19584
1	442	-0.1264	7.8669	0.19585
1	443	-0.1266	7.8645	0.19587
1	444	-0.1269	7.8622	0.19589
1	445	-0.1271	7.8599	0.19591
1	446	-0.1273	7.8576	0.19593
1	447	-0.1276	7.8553	0.19594
1	448	-0.1278	7.8531	0.19596
1	449	-0.128	7.8508	0.19598
1	450	-0.1282	7.8486	0.196
1	451	-0.1285	7.8464	0.19602
1	452	-0.1287	7.8442	0.19603
1	453	-0.1289	7.8421	0.19605
1	454	-0.1292	7.8399	0.19607
1	455	-0.1294	7.8378	0.19609
1	456	-0.1296	7.8357	0.19611
1	457	-0.1298	7.8336	0.19612
1	458	-0.1301	7.8315	0.19614
1	459	-0.1303	7.8294	0.19616
1	460	-0.1305	7.8274	0.19618
1	461	-0.1308	7.8254	0.1962
1	462	-0.131	7.8233	0.19621
1	463	-0.1312	7.8213	0.19623
1	464	-0.1314	7.8194	0.19625
1	465	-0.1317	7.8174	0.19627
1	466	-0.1319	7.8154	0.19629
1	467	-0.1321	7.8135	0.19631
1	468	-0.1323	7.8116	0.19632
1	469	-0.1325	7.8097	0.19634
1	470	-0.1328	7.8078	0.19636
1	471	-0.133	7.8059	0.19638
1	472	-0.1332	7.8041	0.1964
1	473	-0.1334	7.8022	0.19642
1	474	-0.1337	7.8004	0.19644
1	475	-0.1339	7.7986	0.19645
1	476	-0.1341	7.7968	0.19647
1	477	-0.1343	7.795	0.19649
1	478	-0.1345	7.7933	0.19651
1	479	-0.1348	7.7915	0.19653
1	480	-0.135	7.7898	0.19655
1	481	-0.1352	7.7881	0.19657
1	482	-0.1354	7.7864	0.19659
1	483	-0.1356	7.7847	0.19661
1	484	-0.1359	7.783	0.19662
1	485	-0.1361	7.7814	0.19664
1	486	-0.1363	7.7797	0.19666
1	487	-0.1365	7.7781	0.19668
1	488	-0.1367	7.7765	0.1967
1	489	-0.1369	7.7749	0.19672
1	490	-0.1372	7.7733	0.19674
1	491	-0.1374	7.7717	0.19676
1	492	-0.1376	7.7702	0.19678
1	493	-0.1378	7.7686	0.1968
1	494	-0.138	7.7671	0.19682
1	495	-0.1382	7.7656	0.19684
1	496	-0.1385	7.7641	0.19686
1	497	-0.1387	7.7626	0.19688
1	498	-0.1389	7.7611	0.1969
1	499	-0.1391	7.7597	0.19691
1	500	-0.1393	7.7582	0.19693
1	501	-0.1395	7.7568	0.19695
1	502	-0.1397	7.7554	0.19697
1	503	-0.1399	7.754	0.19699
1	504	-0.1402	7.7526	0.19701
1	505	-0.1404	7.7512	0.19703
1	506	-0.1406	7.7498	0.19705
1	507	-0.1408	7.7485	0.19707
1	508	-0.141	7.7471	0.19709
1	509	-0.1412	7.7458	0.19711
1	510	-0.1414	7.7445	0.19713
1	511	-0.1416	7.7432	0.19715
1	512	-0.1418	7.7419	0.19717
1	513	-0.1421	7.7406	0.19719
1	514	-0.1423	7.7393	0.19721
1	515	-0.1425	7.7381	0.19723
1	516	-0.1427	7.7369	0.19725
1	517	-0.1429	7.7356	0.19727
1	518	-0.1431	7.7344	0.1973
1	519	-0.1433	7.7332	0.19732
1	520	-0.1435	7.732	0.19734
1	521	-0.1437	7.7309	0.19736
1	522	-0.1439	7.7297	0.19738
1	523	-0.1441	7.7285	0.1974
1	524	-0.1443	7.7274	0.19742
1	525	-0.1446	7.7263	0.19744
1	526	-0.1448	7.7251	0.19746
1	527	-0.145	7.724	0.19748
1	528	-0.1452	7.7229	0.1975
1	529	-0.1454	7.7219	0.19752
1	530	-0.1456	7.7208	0.19754
1	531	-0.1458	7.7197	0.19756
1	532	-0.146	7.7187	0.19759
1	533	-0.1462	7.7177	0.19761
1	534	-0.1464	7.7166	0.19763
1	535	-0.1466	7.7156	0.19765
1	536	-0.1468	7.7146	0.19767
1	537	-0.147	7.7136	0.19769
1	538	-0.1472	7.7127	0.19771
1	539	-0.1474	7.7117	0.19773
1	540	-0.1476	7.7107	0.19776
1	541	-0.1478	7.7098	0.19778
1	542	-0.148	7.7088	0.1978
1	543	-0.1482	7.7079	0.19782
1	544	-0.1484	7.707	0.19784
1	545	-0.1486	7.7061	0.19786
1	546	-0.1488	7.7052	0.19789
1	547	-0.149	7.7043	0.19791
1	548	-0.1492	7.7035	0.19793
1	549	-0.1494	7.7026	0.19795
1	550	-0.1496	7.7018	0.19797
1	551	-0.1498	7.7009	0.198
1	552	-0.15	7.7001	0.19802
1	553	-0.1502	7.6993	0.19804
1	554	-0.1504	7.6985	0.19806
1	555	-0.1506	7.6977	0.19809
1	556	-0.1508	7.6969	0.19811
1	557	-0.151	7.6961	0.19813
1	558	-0.1512	7.6954	0.19815
1	559	-0.1514	7.6946	0.19818
1	560	-0.1516	7.6939	0.1982
1	561	-0.1518	7.6931	0.19822
1	562	-0.152	7.6924	0.19824
1	563	-0.1522	7.6917	0.19827
1	564	-0.1524	7.691	0.19829
1	565	-0.1526	7.6903	0.19831
1	566	-0.1528	7.6896	0.19833
1	567	-0.153	7.689	0.19836
1	568	-0.1532	7.6883	0.19838
1	569	-0.1534	7.6877	0.1984
1	570	-0.1536	7.687	0.19843
1	571	-0.1538	7.6864	0.19845
1	572	-0.154	7.6858	0.19847
1	573	-0.1541	7.6852	0.1985
1	574	-0.1543	7.6846	0.19852
1	575	-0.1545	7.684	0.19854
1	576	-0.1547	7.6834	0.19857
1	577	-0.1549	7.6828	0.19859
1	578	-0.1551	7.6823	0.19861
1	579	-0.1553	7.6817	0.19864
1	580	-0.1555	7.6812	0.19866
1	581	-0.1557	7.6806	0.19868
1	582	-0.1559	7.6801	0.19871
1	583	-0.1561	7.6796	0.19873
1	584	-0.1563	7.6791	0.19876
1	585	-0.1565	7.6786	0.19878
1	586	-0.1566	7.6781	0.1988
1	587	-0.1568	7.6776	0.19883
1	588	-0.157	7.6772	0.19885
1	589	-0.1572	7.6767	0.19888
1	590	-0.1574	7.6763	0.1989
1	591	-0.1576	7.6758	0.19893
1	592	-0.1578	7.6754	0.19895
1	593	-0.158	7.675	0.19898
1	594	-0.1582	7.6746	0.199
1	595	-0.1584	7.6742	0.19902
1	596	-0.1585	7.6738	0.19905
1	597	-0.1587	7.6734	0.19907
1	598	-0.1589	7.6731	0.1991
1	599	-0.1591	7.6727	0.19912
1	600	-0.1593	7.6724	0.19915
1	601	-0.1595	7.672	0.19917
1	602	-0.1597	7.6717	0.1992
1	603	-0.1599	7.6713	0.19922
1	604	-0.16	7.671	0.19925
1	605	-0.1602	7.6707	0.19927
1	606	-0.1604	7.6704	0.1993
1	607	-0.1606	7.6701	0.19933
1	608	-0.1608	7.6699	0.19935
1	609	-0.161	7.6696	0.19938
1	610	-0.1612	7.6693	0.1994
1	611	-0.1613	7.6691	0.19943
1	612	-0.1615	7.6688	0.19945
1	613	-0.1617	7.6686	0.19948
1	614	-0.1619	7.6684	0.19951
1	615	-0.1621	7.6681	0.19953
1	616	-0.1623	7.6679	0.19956
1	617	-0.1625	7.6677	0.19958
1	618	-0.1626	7.6675	0.19961
1	619	-0.1628	7.6673	0.19964
1	620	-0.163	7.6672	0.19966
1	621	-0.1632	7.667	0.19969
1	622	-0.1634	7.6668	0.19972
1	623	-0.1636	7.6667	0.19974
1	624	-0.1637	7.6665	0.19977
1	625	-0.1639	7.6664	0.1998
1	626	-0.1641	7.6663	0.19982
1	627	-0.1643	7.6661	0.19985
1	628	-0.1645	7.666	0.19988
1	629	-0.1647	7.6659	0.1999
1	630	-0.1648	7.6658	0.19993
1	631	-0.165	7.6657	0.19996
1	632	-0.1652	7.6656	0.19998
1	633	-0.1654	7.6656	0.20001
1	634	-0.1656	7.6655	0.20004
1	635	-0.1657	7.6654	0.20007
1	636	-0.1659	7.6654	0.20009
1	637	-0.1661	7.6653	0.20012
1	638	-0.1663	7.6653	0.20015
1	639	-0.1665	7.6652	0.20017
1	640	-0.1666	7.6652	0.2002
1	641	-0.1668	7.6652	0.20023
1	642	-0.167	7.6652	0.20026
1	643	-0.1672	7.6652	0.20029
1	644	-0.1674	7.6652	0.20031
1	645	-0.1675	7.6652	0.20034
1	646	-0.1677	7.6652	0.20037
1	647	-0.1679	7.6653	0.2004
1	648	-0.1681	7.6653	0.20043
1	649	-0.1682	7.6653	0.20045
1	650	-0.1684	7.6654	0.20048
1	651	-0.1686	7.6654	0.20051
1	652	-0.1688	7.6655	0.20054
1	653	-0.169	7.6655	0.20057
1	654	-0.1691	7.6656	0.20059
1	655	-0.1693	7.6657	0.20062
1	656	-0.1695	7.6658	0.20065
1	657	-0.1697	7.6659	0.20068
1	658	-0.1698	7.666	0.20071
1	659	-0.17	7.6661	0.20074
1	660	-0.1702	7.6662	0.20077
1	661	-0.1704	7.6663	0.20079
1	662	-0.1705	7.6664	0.20082
1	663	-0.1707	7.6665	0.20085
1	664	-0.1709	7.6667	0.20088
1	665	-0.1711	7.6668	0.20091
1	666	-0.1712	7.667	0.20094
1	667	-0.1714	7.6671	0.20097
1	668	-0.1716	7.6673	0.201
1	669	-0.1718	7.6674	0.20103
1	670	-0.1719	7.6676	0.20106
1	671	-0.1721	7.6678	0.20109
1	672	-0.1723	7.6679	0.20112
1	673	-0.1725	7.6681	0.20114
1	674	-0.1726	7.6683	0.20117
1	675	-0.1728	7.6685	0.2012
1	676	-0.173	7.6687	0.20123
1	677	-0.1731	7.6689	0.20126
1	678	-0.1733	7.6691	0.20129
1	679	-0.1735	7.6693	0.20132
1	680	-0.1737	7.6696	0.20135
1	681	-0.1738	7.6698	0.20138
1	682	-0.174	7.67	0.20141
1	683	-0.1742	7.6702	0.20144
1	684	-0.1743	7.6705	0.20147
1	685	-0.1745	7.6707	0.2015
1	686	-0.1747	7.671	0.20153
1	687	-0.1749	7.6712	0.20156
1	688	-0.175	7.6715	0.20159
1	689	-0.1752	7.6718	0.20162
1	690	-0.1754	7.672	0.20165
1	691	-0.1755	7.6723	0.20168
1	692	-0.1757	7.6726	0.20172
1	693	-0.1759	7.6729	0.20175
1	694	-0.1761	7.6732	0.20178
1	695	-0.1762	7.6734	0.20181
1	696	-0.1764	7.6737	0.20184
1	697	-0.1766	7.674	0.20187
1	698	-0.1767	7.6743	0.2019
1	699	-0.1769	7.6747	0.20193
1	700	-0.1771	7.675	0.20196
1	701	-0.1772	7.6753	0.20199
1	702	-0.1774	7.6756	0.20202
1	703	-0.1776	7.6759	0.20205
1	704	-0.1777	7.6763	0.20209
1	705	-0.1779	7.6766	0.20212
1	706	-0.1781	7.6769	0.20215
1	707	-0.1782	7.6773	0.20218
1	708	-0.1784	7.6776	0.20221
1	709	-0.1786	7.678	0.20224
1	710	-0.1787	7.6783	0.20227
1	711	-0.1789	7.6787	0.20231
1	712	-0.1791	7.679	0.20234
1	713	-0.1792	7.6794	0.20237
1	714	-0.1794	7.6798	0.2024
1	715	-0.1796	7.6801	0.20243
1	716	-0.1797	7.6805	0.20246
1	717	-0.1799	7.6809	0.2025
1	718	-0.1801	7.6813	0.20253
1	719	-0.1802	7.6817	0.20256
1	720	-0.1804	7.6821	0.20259
1	721	-0.1806	7.6824	0.20262
1	722	-0.1807	7.6828	0.20266
1	723	-0.1809	7.6832	0.20269
1	724	-0.1811	7.6836	0.20272
1	725	-0.1812	7.684	0.20275
1	726	-0.1814	7.6845	0.20278
1	727	-0.1816	7.6849	0.20282
1	728	-0.1817	7.6853	0.20285
1	729	-0.1819	7.6857	0.20288
1	730	-0.182	7.6861	0.20291
1	731	-0.1822	7.6865	0.20295
1	732	-0.1824	7.687	0.20298
1	733	-0.1825	7.6874	0.20301
1	734	-0.1827	7.6878	0.20304
1	735	-0.1829	7.6883	0.20308
1	736	-0.183	7.6887	0.20311
1	737	-0.1832	7.6891	0.20314
1	738	-0.1834	7.6896	0.20317
1	739	-0.1835	7.69	0.20321
1	740	-0.1837	7.6905	0.20324
1	741	-0.1838	7.6909	0.20327
1	742	-0.184	7.6914	0.20331
1	743	-0.1842	7.6918	0.20334
1	744	-0.1843	7.6923	0.20337
1	745	-0.1845	7.6927	0.2034
1	746	-0.1846	7.6932	0.20344
1	747	-0.1848	7.6937	0.20347
1	748	-0.185	7.6941	0.2035
1	749	-0.1851	7.6946	0.20354
1	750	-0.1853	7.6951	0.20357
1	751	-0.1855	7.6955	0.2036
1	752	-0.1856	7.696	0.20364
1	753	-0.1858	7.6965	0.20367
1	754	-0.1859	7.6969	0.2037
1	755	-0.1861	7.6974	0.20374
1	756	-0.1863	7.6979	0.20377
1	757	-0.1864	7.6984	0.2038
1	758	-0.1866	7.6989	0.20384
1	759	-0.1867	7.6993	0.20387
1	760	-0.1869	7.6998	0.2039
1	761	-0.187	7.7003	0.20394
1	762	-0.1872	7.7008	0.20397
1	763	-0.1874	7.7013	0.204
1	764	-0.1875	7.7018	0.20404
1	765	-0.1877	7.7023	0.20407
1	766	-0.1878	7.7028	0.20411
1	767	-0.188	7.7033	0.20414
1	768	-0.1882	7.7038	0.20417
1	769	-0.1883	7.7043	0.20421
1	770	-0.1885	7.7048	0.20424
1	771	-0.1886	7.7053	0.20428
1	772	-0.1888	7.7058	0.20431
1	773	-0.1889	7.7063	0.20434
1	774	-0.1891	7.7068	0.20438
1	775	-0.1893	7.7073	0.20441
1	776	-0.1894	7.7078	0.20445
1	777	-0.1896	7.7083	0.20448
1	778	-0.1897	7.7088	0.20451
1	779	-0.1899	7.7093	0.20455
1	780	-0.19	7.7098	0.20458
1	781	-0.1902	7.7103	0.20462
1	782	-0.1904	7.7108	0.20465
1	783	-0.1905	7.7113	0.20468
1	784	-0.1907	7.7118	0.20472
1	785	-0.1908	7.7123	0.20475
1	786	-0.191	7.7129	0.20479
1	787	-0.1911	7.7134	0.20482
1	788	-0.1913	7.7139	0.20486
1	789	-0.1914	7.7144	0.20489
1	790	-0.1916	7.7149	0.20492
1	791	-0.1918	7.7154	0.20496
1	792	-0.1919	7.7159	0.20499
1	793	-0.1921	7.7164	0.20503
1	794	-0.1922	7.717	0.20506
1	795	-0.1924	7.7175	0.2051
1	796	-0.1925	7.718	0.20513
