sex	age	l	m	s
1	209	0.2492	14.3531	0.07626
1	210	0.2482	14.3568	0.07627
1	211	0.2473	14.3604	0.07628
1	212	0.2463	14.364	0.07628
1	213	0.2454	14.3676	0.07629
1	214	0.2445	14.3711	0.0763
1	215	0.2435	14.3746	0.07631
1	216	0.2426	14.3781	0.07632
1	217	0.2417	14.3815	0.07632
1	218	0.2407	14.3849	0.07633
1	219	0.2398	14.3882	0.07634
1	220	0.2389	14.3915	0.07635
1	221	0.2379	14.3947	0.07635
1	222	0.237	14.398	0.07636
1	223	0.2361	14.4012	0.07637
1	224	0.2352	14.4043	0.07638
1	225	0.2343	14.4074	0.07638
1	226	0.2334	14.4105	0.07639
1	227	0.2325	14.4135	0.0764
1	228	0.2316	14.4165	0.0764
1	229	0.2307	14.4195	0.07641
1	230	0.2298	14.4225	0.07642
1	231	0.2289	14.4254	0.07642
1	232	0.228	14.4282	0.07643
1	233	0.2271	14.4311	0.07644
1	234	0.2262	14.4339	0.07644
1	235	0.2253	14.4367	0.07645
1	236	0.2244	14.4394	0.07646
1	237	0.2235	14.4421	0.07646
1	238	0.2227	14.4448	0.07647
1	239	0.2218	14.4475	0.07647
1	240	0.2209	14.4501	0.07648
1	241	0.22	14.4527	0.07649
1	242	0.2192	14.4553	0.07649
1	243	0.2183	14.4578	0.0765
1	244	0.2174	14.4604	0.0765
1	245	0.2166	14.4628	0.07651
1	246	0.2157	14.4653	0.07652
1	247	0.2148	14.4677	0.07652
1	248	0.214	14.4702	0.07653
1	249	0.2131	14.4725	0.07653
1	250	0.2123	14.4749	0.07654
1	251	0.2114	14.4772	0.07654
1	252	0.2106	14.4795	0.07655
1	253	0.2097	14.4818	0.07655
1	254	0.2089	14.4841	0.07656
1	255	0.2081	14.4863	0.07656
1	256	0.2072	14.4885	0.07657
1	257	0.2064	14.4907	0.07657
1	258	0.2056	14.4929	0.07658
1	259	0.2047	14.495	0.07658
1	260	0.2039	14.4971	0.07659
1	261	0.2031	14.4992	0.07659
1	262	0.2022	14.5013	0.0766
1	263	0.2014	14.5034	0.0766
1	264	0.2006	14.5054	0.07661
1	265	0.1998	14.5074	0.07661
1	266	0.199	14.5094	0.07662
1	267	0.1981	14.5114	0.07662
1	268	0.1973	14.5133	0.07663
1	269	0.1965	14.5153	0.07663
1	270	0.1957	14.5172	0.07663
1	271	0.1949	14.5191	0.07664
1	272	0.1941	14.521	0.07664
1	273	0.1933	14.5228	0.07665
1	274	0.1925	14.5247	0.07665
1	275	0.1917	14.5265	0.07666
1	276	0.1909	14.5283	0.07666
1	277	0.1901	14.5301	0.07666
1	278	0.1893	14.5319	0.07667
1	279	0.1885	14.5336	0.07667
1	280	0.1877	14.5354	0.07667
1	281	0.1869	14.5371	0.07668
1	282	0.1861	14.5388	0.07668
1	283	0.1853	14.5405	0.07669
1	284	0.1846	14.5422	0.07669
1	285	0.1838	14.5438	0.07669
1	286	0.183	14.5455	0.0767
1	287	0.1822	14.5471	0.0767
1	288	0.1814	14.5487	0.0767
1	289	0.1807	14.5503	0.07671
1	290	0.1799	14.5519	0.07671
1	291	0.1791	14.5535	0.07671
1	292	0.1784	14.555	0.07672
1	293	0.1776	14.5566	0.07672
1	294	0.1768	14.5581	0.07672
1	295	0.1761	14.5596	0.07673
1	296	0.1753	14.5611	0.07673
1	297	0.1745	14.5626	0.07673
1	298	0.1738	14.5641	0.07674
1	299	0.173	14.5656	0.07674
1	300	0.1723	14.567	0.07674
1	301	0.1715	14.5685	0.07675
1	302	0.1707	14.5699	0.07675
1	303	0.17	14.5713	0.07675
1	304	0.1692	14.5728	0.07675
1	305	0.1685	14.5742	0.07676
1	306	0.1678	14.5756	0.07676
1	307	0.167	14.5769	0.07676
1	308	0.1663	14.5783	0.07677
1	309	0.1655	14.5797	0.07677
1	310	0.1648	14.581	0.07677
1	311	0.164	14.5824	0.07677
1	312	0.1633	14.5837	0.07678
1	313	0.1626	14.585	0.07678
1	314	0.1618	14.5863	0.07678
1	315	0.1611	14.5876	0.07679
1	316	0.1604	14.5889	0.07679
1	317	0.1596	14.5902	0.07679
1	318	0.1589	14.5915	0.07679
1	319	0.1582	14.5928	0.0768
1	320	0.1575	14.594	0.0768
1	321	0.1567	14.5953	0.0768
1	322	0.156	14.5965	0.0768
1	323	0.1553	14.5978	0.07681
1	324	0.1546	14.599	0.07681
1	325	0.1539	14.6002	0.07681
1	326	0.1531	14.6014	0.07681
1	327	0.1524	14.6026	0.07681
1	328	0.1517	14.6038	0.07682
1	329	0.151	14.605	0.07682
1	330	0.1503	14.6062	0.07682
1	331	0.1496	14.6074	0.07682
1	332	0.1489	14.6086	0.07683
1	333	0.1482	14.6098	0.07683
1	334	0.1475	14.6109	0.07683
1	335	0.1468	14.6121	0.07683
1	336	0.1461	14.6132	0.07683
1	337	0.1454	14.6144	0.07684
1	338	0.1447	14.6155	0.07684
1	339	0.144	14.6167	0.07684
1	340	0.1433	14.6178	0.07684
1	341	0.1426	14.6189	0.07685
1	342	0.1419	14.62	0.07685
1	343	0.1412	14.6211	0.07685
1	344	0.1405	14.6223	0.07685
1	345	0.1398	14.6234	0.07685
1	346	0.1391	14.6245	0.07686
1	347	0.1384	14.6256	0.07686
1	348	0.1377	14.6267	0.07686
1	349	0.137	14.6277	0.07686
1	350	0.1364	14.6288	0.07686
1	351	0.1357	14.6299	0.07687
1	352	0.135	14.631	0.07687
1	353	0.1343	14.6321	0.07687
1	354	0.1336	14.6331	0.07687
1	355	0.133	14.6342	0.07687
1	356	0.1323	14.6353	0.07687
1	357	0.1316	14.6363	0.07688
1	358	0.1309	14.6374	0.07688
1	359	0.1303	14.6384	0.07688
1	360	0.1296	14.6395	0.07688
1	361	0.1289	14.6405	0.07688
1	362	0.1283	14.6416	0.07689
1	363	0.1276	14.6426	0.07689
1	364	0.1269	14.6436	0.07689
1	365	0.1263	14.6447	0.07689
1	366	0.1256	14.6457	0.07689
1	367	0.1249	14.6468	0.07689
1	368	0.1243	14.6478	0.0769
1	369	0.1236	14.6488	0.0769
1	370	0.1229	14.6498	0.0769
1	371	0.1223	14.6509	0.0769
1	372	0.1216	14.6519	0.0769
1	373	0.121	14.6529	0.07691
1	374	0.1203	14.6539	0.07691
1	375	0.1197	14.655	0.07691
1	376	0.119	14.656	0.07691
1	377	0.1184	14.657	0.07691
1	378	0.1177	14.658	0.07691
1	379	0.1171	14.659	0.07692
1	380	0.1164	14.66	0.07692
1	381	0.1158	14.661	0.07692
1	382	0.1151	14.662	0.07692
1	383	0.1145	14.6631	0.07692
1	384	0.1138	14.6641	0.07692
1	385	0.1132	14.6651	0.07693
1	386	0.1125	14.6661	0.07693
1	387	0.1119	14.6671	0.07693
1	388	0.1113	14.6681	0.07693
1	389	0.1106	14.6691	0.07693
1	390	0.11	14.6701	0.07693
1	391	0.1093	14.6711	0.07693
1	392	0.1087	14.6721	0.07694
1	393	0.1081	14.6731	0.07694
1	394	0.1074	14.6741	0.07694
1	395	0.1068	14.6751	0.07694
1	396	0.1062	14.6761	0.07694
1	397	0.1056	14.6771	0.07694
1	398	0.1049	14.6781	0.07695
1	399	0.1043	14.6791	0.07695
1	400	0.1037	14.6801	0.07695
1	401	0.103	14.6811	0.07695
1	402	0.1024	14.6821	0.07695
1	403	0.1018	14.683	0.07695
1	404	0.1012	14.684	0.07695
1	405	0.1005	14.685	0.07696
1	406	0.0999	14.686	0.07696
1	407	0.0993	14.687	0.07696
1	408	0.0987	14.688	0.07696
1	409	0.0981	14.689	0.07696
1	410	0.0975	14.69	0.07696
1	411	0.0968	14.691	0.07697
1	412	0.0962	14.692	0.07697
1	413	0.0956	14.693	0.07697
1	414	0.095	14.694	0.07697
1	415	0.0944	14.695	0.07697
1	416	0.0938	14.696	0.07697
1	417	0.0932	14.6971	0.07697
1	418	0.0926	14.6981	0.07698
1	419	0.0919	14.6991	0.07698
1	420	0.0913	14.7001	0.07698
1	421	0.0907	14.7011	0.07698
1	422	0.0901	14.7021	0.07698
1	423	0.0895	14.7031	0.07698
1	424	0.0889	14.7041	0.07698
1	425	0.0883	14.7051	0.07699
1	426	0.0877	14.7061	0.07699
1	427	0.0871	14.7072	0.07699
1	428	0.0865	14.7082	0.07699
1	429	0.0859	14.7092	0.07699
1	430	0.0853	14.7102	0.07699
1	431	0.0847	14.7112	0.07699
1	432	0.0841	14.7123	0.077
1	433	0.0835	14.7133	0.077
1	434	0.0829	14.7143	0.077
1	435	0.0823	14.7153	0.077
1	436	0.0817	14.7164	0.077
1	437	0.0812	14.7174	0.077
1	438	0.0806	14.7184	0.077
1	439	0.08	14.7195	0.07701
1	440	0.0794	14.7205	0.07701
1	441	0.0788	14.7216	0.07701
1	442	0.0782	14.7226	0.07701
1	443	0.0776	14.7236	0.07701
1	444	0.077	14.7247	0.07701
1	445	0.0764	14.7257	0.07701
1	446	0.0759	14.7268	0.07701
1	447	0.0753	14.7278	0.07702
1	448	0.0747	14.7289	0.07702
1	449	0.0741	14.73	0.07702
1	450	0.0735	14.731	0.07702
1	451	0.073	14.7321	0.07702
1	452	0.0724	14.7331	0.07702
1	453	0.0718	14.7342	0.07702
1	454	0.0712	14.7353	0.07703
1	455	0.0706	14.7364	0.07703
1	456	0.0701	14.7374	0.07703
1	457	0.0695	14.7385	0.07703
1	458	0.0689	14.7396	0.07703
1	459	0.0683	14.7407	0.07703
1	460	0.0678	14.7418	0.07703
1	461	0.0672	14.7429	0.07703
1	462	0.0666	14.7439	0.07704
1	463	0.0661	14.745	0.07704
1	464	0.0655	14.7461	0.07704
1	465	0.0649	14.7472	0.07704
1	466	0.0644	14.7483	0.07704
1	467	0.0638	14.7495	0.07704
1	468	0.0632	14.7506	0.07704
1	469	0.0627	14.7517	0.07704
1	470	0.0621	14.7528	0.07705
1	471	0.0615	14.7539	0.07705
1	472	0.061	14.755	0.07705
1	473	0.0604	14.7562	0.07705
1	474	0.0598	14.7573	0.07705
1	475	0.0593	14.7584	0.07705
1	476	0.0587	14.7596	0.07705
1	477	0.0582	14.7607	0.07705
1	478	0.0576	14.7618	0.07706
1	479	0.0571	14.763	0.07706
1	480	0.0565	14.7641	0.07706
1	481	0.0559	14.7653	0.07706
1	482	0.0554	14.7664	0.07706
1	483	0.0548	14.7676	0.07706
1	484	0.0543	14.7688	0.07706
1	485	0.0537	14.7699	0.07706
1	486	0.0532	14.7711	0.07707
1	487	0.0526	14.7723	0.07707
1	488	0.0521	14.7734	0.07707
1	489	0.0515	14.7746	0.07707
1	490	0.051	14.7758	0.07707
1	491	0.0504	14.777	0.07707
1	492	0.0499	14.7782	0.07707
1	493	0.0493	14.7794	0.07707
1	494	0.0488	14.7805	0.07707
1	495	0.0482	14.7817	0.07708
1	496	0.0477	14.7829	0.07708
1	497	0.0471	14.7842	0.07708
1	498	0.0466	14.7854	0.07708
1	499	0.0461	14.7866	0.07708
1	500	0.0455	14.7878	0.07708
1	501	0.045	14.789	0.07708
1	502	0.0444	14.7902	0.07708
1	503	0.0439	14.7914	0.07708
1	504	0.0434	14.7927	0.07709
1	505	0.0428	14.7939	0.07709
1	506	0.0423	14.7951	0.07709
1	507	0.0417	14.7964	0.07709
1	508	0.0412	14.7976	0.07709
1	509	0.0407	14.7989	0.07709
1	510	0.0401	14.8001	0.07709
1	511	0.0396	14.8013	0.07709
1	512	0.0391	14.8026	0.07709
1	513	0.0385	14.8039	0.0771
1	514	0.038	14.8051	0.0771
1	515	0.0375	14.8064	0.0771
1	516	0.0369	14.8076	0.0771
1	517	0.0364	14.8089	0.0771
1	518	0.0359	14.8102	0.0771
1	519	0.0353	14.8115	0.0771
1	520	0.0348	14.8127	0.0771
1	521	0.0343	14.814	0.0771
1	522	0.0338	14.8153	0.07711
1	523	0.0332	14.8166	0.07711
1	524	0.0327	14.8179	0.07711
1	525	0.0322	14.8192	0.07711
1	526	0.0317	14.8205	0.07711
1	527	0.0311	14.8218	0.07711
1	528	0.0306	14.8231	0.07711
1	529	0.0301	14.8244	0.07711
1	530	0.0296	14.8257	0.07711
1	531	0.0291	14.827	0.07711
1	532	0.0285	14.8283	0.07712
1	533	0.028	14.8296	0.07712
1	534	0.0275	14.8309	0.07712
1	535	0.027	14.8323	0.07712
1	536	0.0265	14.8336	0.07712
1	537	0.0259	14.8349	0.07712
1	538	0.0254	14.8362	0.07712
1	539	0.0249	14.8376	0.07712
1	540	0.0244	14.8389	0.07712
1	541	0.0239	14.8403	0.07713
1	542	0.0234	14.8416	0.07713
1	543	0.0228	14.843	0.07713
1	544	0.0223	14.8443	0.07713
1	545	0.0218	14.8457	0.07713
1	546	0.0213	14.847	0.07713
1	547	0.0208	14.8484	0.07713
1	548	0.0203	14.8497	0.07713
1	549	0.0198	14.8511	0.07713
1	550	0.0193	14.8525	0.07714
1	551	0.0188	14.8539	0.07714
1	552	0.0183	14.8552	0.07714
1	553	0.0177	14.8566	0.07714
1	554	0.0172	14.858	0.07714
1	555	0.0167	14.8594	0.07714
1	556	0.0162	14.8608	0.07714
1	557	0.0157	14.8622	0.07714
1	558	0.0152	14.8635	0.07714
1	559	0.0147	14.8649	0.07714
1	560	0.0142	14.8663	0.07715
1	561	0.0137	14.8677	0.07715
1	562	0.0132	14.8692	0.07715
1	563	0.0127	14.8706	0.07715
1	564	0.0122	14.872	0.07715
1	565	0.0117	14.8734	0.07715
1	566	0.0112	14.8748	0.07715
1	567	0.0107	14.8762	0.07715
1	568	0.0102	14.8777	0.07716
1	569	0.0097	14.8791	0.07716
1	570	0.0092	14.8805	0.07716
1	571	0.0087	14.882	0.07716
1	572	0.0082	14.8834	0.07716
1	573	0.0077	14.8848	0.07716
1	574	0.0072	14.8863	0.07716
1	575	0.0067	14.8877	0.07716
1	576	0.0062	14.8892	0.07716
1	577	0.0057	14.8906	0.07717
1	578	0.0052	14.8921	0.07717
1	579	0.0047	14.8936	0.07717
1	580	0.0043	14.895	0.07717
1	581	0.0038	14.8965	0.07717
1	582	0.0033	14.898	0.07717
1	583	0.0028	14.8995	0.07717
1	584	0.0023	14.9009	0.07717
1	585	0.0018	14.9024	0.07718
1	586	0.0013	14.9039	0.07718
1	587	0.0008	14.9054	0.07718
1	588	0.0003	14.9069	0.07718
1	589	-0.0001	14.9084	0.07718
1	590	-0.0006	14.9099	0.07718
1	591	-0.0011	14.9114	0.07718
1	592	-0.0016	14.9129	0.07718
1	593	-0.0021	14.9144	0.07718
1	594	-0.0026	14.916	0.07719
1	595	-0.0031	14.9175	0.07719
1	596	-0.0035	14.919	0.07719
1	597	-0.004	14.9205	0.07719
1	598	-0.0045	14.9221	0.07719
1	599	-0.005	14.9236	0.07719
1	600	-0.0055	14.9251	0.07719
1	601	-0.006	14.9267	0.0772
1	602	-0.0064	14.9282	0.0772
1	603	-0.0069	14.9298	0.0772
1	604	-0.0074	14.9313	0.0772
1	605	-0.0079	14.9329	0.0772
1	606	-0.0083	14.9345	0.0772
1	607	-0.0088	14.936	0.0772
1	608	-0.0093	14.9376	0.0772
1	609	-0.0098	14.9392	0.07721
1	610	-0.0103	14.9407	0.07721
1	611	-0.0107	14.9423	0.07721
1	612	-0.0112	14.9439	0.07721
1	613	-0.0117	14.9455	0.07721
1	614	-0.0122	14.9471	0.07721
1	615	-0.0126	14.9487	0.07721
1	616	-0.0131	14.9503	0.07722
1	617	-0.0136	14.9519	0.07722
1	618	-0.014	14.9535	0.07722
1	619	-0.0145	14.9551	0.07722
1	620	-0.015	14.9567	0.07722
1	621	-0.0155	14.9583	0.07722
1	622	-0.0159	14.9599	0.07722
1	623	-0.0164	14.9616	0.07723
1	624	-0.0169	14.9632	0.07723
1	625	-0.0173	14.9648	0.07723
1	626	-0.0178	14.9665	0.07723
1	627	-0.0183	14.9681	0.07723
1	628	-0.0187	14.9697	0.07723
1	629	-0.0192	14.9714	0.07724
1	630	-0.0197	14.973	0.07724
1	631	-0.0201	14.9747	0.07724
1	632	-0.0206	14.9763	0.07724
1	633	-0.0211	14.978	0.07724
1	634	-0.0215	14.9797	0.07724
1	635	-0.022	14.9813	0.07725
1	636	-0.0225	14.983	0.07725
1	637	-0.0229	14.9847	0.07725
1	638	-0.0234	14.9863	0.07725
1	639	-0.0238	14.988	0.07725
1	640	-0.0243	14.9897	0.07725
1	641	-0.0248	14.9914	0.07726
1	642	-0.0252	14.9931	0.07726
1	643	-0.0257	14.9948	0.07726
1	644	-0.0261	14.9965	0.07726
1	645	-0.0266	14.9982	0.07726
1	646	-0.0271	14.9999	0.07726
1	647	-0.0275	15.0016	0.07727
1	648	-0.028	15.0033	0.07727
1	649	-0.0284	15.005	0.07727
1	650	-0.0289	15.0067	0.07727
1	651	-0.0294	15.0084	0.07727
1	652	-0.0298	15.0101	0.07727
1	653	-0.0303	15.0119	0.07728
1	654	-0.0307	15.0136	0.07728
1	655	-0.0312	15.0153	0.07728
1	656	-0.0316	15.0171	0.07728
1	657	-0.0321	15.0188	0.07728
1	658	-0.0325	15.0205	0.07729
1	659	-0.033	15.0223	0.07729
1	660	-0.0334	15.024	0.07729
1	661	-0.0339	15.0258	0.07729
1	662	-0.0343	15.0275	0.07729
1	663	-0.0348	15.0293	0.07729
1	664	-0.0352	15.0311	0.0773
1	665	-0.0357	15.0328	0.0773
1	666	-0.0361	15.0346	0.0773
1	667	-0.0366	15.0364	0.0773
1	668	-0.037	15.0381	0.0773
1	669	-0.0375	15.0399	0.07731
1	670	-0.0379	15.0417	0.07731
1	671	-0.0384	15.0435	0.07731
1	672	-0.0388	15.0453	0.07731
1	673	-0.0393	15.0471	0.07731
1	674	-0.0397	15.0488	0.07732
1	675	-0.0402	15.0506	0.07732
1	676	-0.0406	15.0524	0.07732
1	677	-0.0411	15.0542	0.07732
1	678	-0.0415	15.056	0.07733
1	679	-0.042	15.0578	0.07733
1	680	-0.0424	15.0597	0.07733
1	681	-0.0428	15.0615	0.07733
1	682	-0.0433	15.0633	0.07733
1	683	-0.0437	15.0651	0.07734
1	684	-0.0442	15.0669	0.07734
1	685	-0.0446	15.0687	0.07734
1	686	-0.045	15.0706	0.07734
1	687	-0.0455	15.0724	0.07734
1	688	-0.0459	15.0742	0.07735
1	689	-0.0464	15.076	0.07735
1	690	-0.0468	15.0779	0.07735
1	691	-0.0472	15.0797	0.07735
1	692	-0.0477	15.0815	0.07736
1	693	-0.0481	15.0834	0.07736
1	694	-0.0486	15.0852	0.07736
1	695	-0.049	15.0871	0.07736
1	696	-0.0494	15.0889	0.07737
1	697	-0.0499	15.0908	0.07737
1	698	-0.0503	15.0926	0.07737
1	699	-0.0507	15.0945	0.07737
1	700	-0.0512	15.0963	0.07738
1	701	-0.0516	15.0982	0.07738
1	702	-0.0521	15.1	0.07738
1	703	-0.0525	15.1019	0.07738
1	704	-0.0529	15.1037	0.07739
1	705	-0.0534	15.1056	0.07739
1	706	-0.0538	15.1075	0.07739
1	707	-0.0542	15.1093	0.07739
1	708	-0.0546	15.1112	0.0774
1	709	-0.0551	15.1131	0.0774
1	710	-0.0555	15.1149	0.0774
1	711	-0.0559	15.1168	0.0774
1	712	-0.0564	15.1187	0.07741
1	713	-0.0568	15.1206	0.07741
1	714	-0.0572	15.1224	0.07741
1	715	-0.0577	15.1243	0.07741
1	716	-0.0581	15.1262	0.07742
1	717	-0.0585	15.1281	0.07742
1	718	-0.0589	15.13	0.07742
1	719	-0.0594	15.1318	0.07742
1	720	-0.0598	15.1337	0.07743
1	721	-0.0602	15.1356	0.07743
1	722	-0.0607	15.1375	0.07743
1	723	-0.0611	15.1394	0.07744
1	724	-0.0615	15.1413	0.07744
1	725	-0.0619	15.1432	0.07744
1	726	-0.0624	15.1451	0.07744
1	727	-0.0628	15.147	0.07745
1	728	-0.0632	15.1488	0.07745
1	729	-0.0636	15.1507	0.07745
1	730	-0.0641	15.1526	0.07746
1	731	-0.0645	15.1545	0.07746
1	732	-0.0649	15.1564	0.07746
1	733	-0.0653	15.1583	0.07746
1	734	-0.0657	15.1602	0.07747
1	735	-0.0662	15.1621	0.07747
1	736	-0.0666	15.164	0.07747
1	737	-0.067	15.1659	0.07748
1	738	-0.0674	15.1678	0.07748
1	739	-0.0679	15.1697	0.07748
1	740	-0.0683	15.1716	0.07749
1	741	-0.0687	15.1735	0.07749
1	742	-0.0691	15.1754	0.07749
1	743	-0.0695	15.1774	0.07749
1	744	-0.0699	15.1793	0.0775
1	745	-0.0704	15.1812	0.0775
1	746	-0.0708	15.1831	0.0775
1	747	-0.0712	15.185	0.07751
1	748	-0.0716	15.1869	0.07751
1	749	-0.072	15.1888	0.07751
1	750	-0.0725	15.1907	0.07752
1	751	-0.0729	15.1926	0.07752
1	752	-0.0733	15.1945	0.07752
1	753	-0.0737	15.1964	0.07753
1	754	-0.0741	15.1983	0.07753
1	755	-0.0745	15.2002	0.07753
1	756	-0.0749	15.2021	0.07754
1	757	-0.0754	15.204	0.07754
1	758	-0.0758	15.2059	0.07754
1	759	-0.0762	15.2079	0.07755
1	760	-0.0766	15.2098	0.07755
1	761	-0.077	15.2117	0.07755
1	762	-0.0774	15.2136	0.07756
1	763	-0.0778	15.2155	0.07756
1	764	-0.0782	15.2174	0.07756
1	765	-0.0787	15.2193	0.07757
1	766	-0.0791	15.2212	0.07757
1	767	-0.0795	15.2231	0.07758
1	768	-0.0799	15.225	0.07758
1	769	-0.0803	15.2269	0.07758
1	770	-0.0807	15.2288	0.07759
1	771	-0.0811	15.2307	0.07759
1	772	-0.0815	15.2326	0.07759
1	773	-0.0819	15.2345	0.0776
1	774	-0.0823	15.2364	0.0776
1	775	-0.0827	15.2383	0.0776
1	776	-0.0831	15.2402	0.07761
1	777	-0.0836	15.2421	0.07761
1	778	-0.084	15.244	0.07762
1	779	-0.0844	15.2459	0.07762
1	780	-0.0848	15.2478	0.07762
1	781	-0.0852	15.2497	0.07763
1	782	-0.0856	15.2516	0.07763
1	783	-0.086	15.2535	0.07763
1	784	-0.0864	15.2554	0.07764
1	785	-0.0868	15.2573	0.07764
1	786	-0.0872	15.2591	0.07765
1	787	-0.0876	15.261	0.07765
1	788	-0.088	15.2629	0.07765
1	789	-0.0884	15.2648	0.07766
1	790	-0.0888	15.2667	0.07766
1	791	-0.0892	15.2686	0.07767
1	792	-0.0896	15.2705	0.07767
1	793	-0.09	15.2723	0.07767
1	794	-0.0904	15.2742	0.07768
1	795	-0.0908	15.2761	0.07768
1	796	-0.0912	15.278	0.07769
1	797	-0.0916	15.2799	0.07769
1	798	-0.092	15.2817	0.07769
1	799	-0.0924	15.2836	0.0777
1	800	-0.0928	15.2855	0.0777
1	801	-0.0932	15.2873	0.07771
1	802	-0.0936	15.2892	0.07771
1	803	-0.094	15.2911	0.07771
1	804	-0.0944	15.293	0.07772
1	805	-0.0948	15.2948	0.07772
1	806	-0.0952	15.2967	0.07773
1	807	-0.0956	15.2985	0.07773
1	808	-0.096	15.3004	0.07774
1	809	-0.0964	15.3023	0.07774
1	810	-0.0968	15.3041	0.07774
1	811	-0.0972	15.306	0.07775
1	812	-0.0976	15.3078	0.07775
1	813	-0.098	15.3097	0.07776
1	814	-0.0984	15.3115	0.07776
1	815	-0.0988	15.3134	0.07777
1	816	-0.0992	15.3152	0.07777
1	817	-0.0996	15.3171	0.07778
1	818	-0.0999	15.3189	0.07778
1	819	-0.1003	15.3207	0.07778
1	820	-0.1007	15.3226	0.07779
1	821	-0.1011	15.3244	0.07779
1	822	-0.1015	15.3263	0.0778
